"","SCHOOLID","StIDStd","ST04Q01","ESCS","MATHEFF","MTSUP","WEALTH","LEADPD","SCHLTYPE","SMRATIO","TCMORALE"
"475555",1,2,2,0.89,-0.48,1.1169,0.27,0.6627,3,85.935,-1.4838
"475558",1,5,2,-0.35,-0.48,-0.2395,-0.64,0.6627,3,85.935,-1.4838
"475559",1,6,2,0.63,-0.18,-0.2395,0.01,0.6627,3,85.935,-1.4838
"475562",1,9,1,0.62,-0.63,-0.2395,0.91,0.6627,3,85.935,-1.4838
"475569",1,16,2,0.42,0.15,1.1169,0.57,0.6627,3,85.935,-1.4838
"475570",1,17,1,-0.35,0.54,-0.2395,0.57,0.6627,3,85.935,-1.4838
"475573",1,20,1,0.15,-0.33,1.8433,0.01,0.6627,3,85.935,-1.4838
"475581",1,28,2,-0.57,-0.48,1.1169,0.27,0.6627,3,85.935,-1.4838
"475614",3,61,1,-0.55,-0.18,0.6709,0.01,1.0394,3,126.333,-1.4838
"475615",3,62,1,1.71,2.27,-0.2395,1.33,1.0394,3,126.333,-1.4838
"475619",3,66,2,-0.34,2.27,0.6709,1.33,1.0394,3,126.333,-1.4838
"475622",3,69,2,-1.13,1.07,-0.9508,-1.16,1.0394,3,126.333,-1.4838
"475623",3,70,1,1.37,1.47,-0.6577,1.33,1.0394,3,126.333,-1.4838
"475632",3,79,2,0.46,2.27,0.2486,0.27,1.0394,3,126.333,-1.4838
"475635",3,82,1,-0.09,0.15,1.8433,0.01,1.0394,3,126.333,-1.4838
"475636",3,83,1,-0.53,-0.48,1.1169,0.6,1.0394,3,126.333,-1.4838
"475637",3,84,2,0.16,-0.48,-2.8645,-0.71,1.0394,3,126.333,-1.4838
"475641",3,88,2,0.12,-0.18,1.8433,-0.48,1.0394,3,126.333,-1.4838
"475643",3,90,1,0.87,0.15,-0.2395,0.27,1.0394,3,126.333,-1.4838
"475647",4,94,1,0.72,0.78,1.8433,1.33,1.7628,3,134.286,1.4452
"475653",4,100,2,-0.62,0.15,0.6709,0.27,1.7628,3,134.286,1.4452
"475655",4,102,1,1.45,-0.48,1.8433,1.33,1.7628,3,134.286,1.4452
"475657",4,104,2,1.28,-0.02,-0.6577,0.91,1.7628,3,134.286,1.4452
"475660",4,107,1,-0.37,1.07,0.2486,-0.48,1.7628,3,134.286,1.4452
"475665",4,112,2,-0.77,-0.48,1.1169,0.27,1.7628,3,134.286,1.4452
"475667",4,114,1,0.75,-0.48,-0.2395,0.01,1.7628,3,134.286,1.4452
"475668",4,115,2,-0.36,-0.18,0.2486,0.27,1.7628,3,134.286,1.4452
"475669",4,116,2,2.34,2.27,-0.2395,1.9,1.7628,3,134.286,1.4452
"475671",4,118,2,-2.61,-0.48,1.8433,-1.38,1.7628,3,134.286,1.4452
"475675",4,122,1,-0.78,0.78,-0.2395,0.01,1.7628,3,134.286,1.4452
"475679",5,126,2,-1,1.07,1.1169,-0.24,-0.386,9,85.5,1.4452
"475681",5,128,1,2.53,0.78,0.6709,3.02,-0.386,9,85.5,1.4452
"475685",5,132,2,1.01,-0.18,1.8433,1.9,-0.386,9,85.5,1.4452
"475690",5,137,1,0.86,-0.33,0.2486,0.57,-0.386,9,85.5,1.4452
"475691",5,138,2,1.71,2.27,1.1169,3.02,-0.386,9,85.5,1.4452
"475701",5,148,1,0.37,0.78,1.1169,0.01,-0.386,9,85.5,1.4452
"475702",5,149,1,0.98,-0.33,1.1169,0.91,-0.386,9,85.5,1.4452
"475705",5,152,2,1.49,1.47,1.1169,0.57,-0.386,9,85.5,1.4452
"475708",6,155,1,-0.87,-0.63,-0.6577,-0.94,1.7628,3,130.143,0.0826
"475713",6,160,2,0.28,1.07,-1.1894,0.57,1.7628,3,130.143,0.0826
"475714",6,161,1,-1.1,-0.33,-0.2395,-0.48,1.7628,3,130.143,0.0826
"475717",6,164,2,0.61,2.27,1.8433,0.01,1.7628,3,130.143,0.0826
"475724",6,171,2,1.61,0.02,-0.6577,1.19,1.7628,3,130.143,0.0826
"475727",6,174,2,0.3,-0.33,-0.2395,0.91,1.7628,3,130.143,0.0826
"475729",6,176,2,0.8,2.27,1.8433,0.27,1.7628,3,130.143,0.0826
"475730",6,177,2,-0.05,-0.33,-0.6577,1.33,1.7628,3,130.143,0.0826
"475731",6,178,1,-0.26,-1.06,-1.4093,-0.24,1.7628,3,130.143,0.0826
"475736",6,183,1,0.4,0.15,-0.9508,-0.24,1.7628,3,130.143,0.0826
"475737",6,184,1,1.86,1.47,0.6709,3.02,1.7628,3,130.143,0.0826
"475743",7,190,1,1.39,0.54,1.8433,0.91,1.7628,3,76.739,1.4452
"475751",7,198,2,1.14,0.34,1.1169,0.57,1.7628,3,76.739,1.4452
"475753",7,200,1,0.84,-0.33,-0.2395,1.9,1.7628,3,76.739,1.4452
"475755",7,202,2,1.45,1.07,0.2486,1.33,1.7628,3,76.739,1.4452
"475759",7,206,2,1.25,0.15,0.2486,0.27,1.7628,3,76.739,1.4452
"475760",7,207,2,1.43,0.15,-0.6577,1.33,1.7628,3,76.739,1.4452
"475764",7,211,2,1.11,0.34,0.6709,1.33,1.7628,3,76.739,1.4452
"475765",7,212,1,-0.04,0.78,0.6709,0.91,1.7628,3,76.739,1.4452
"475768",7,215,2,1.3,-0.18,1.1169,3.02,1.7628,3,76.739,1.4452
"475769",7,216,2,1.06,-0.02,1.1169,0.91,1.7628,3,76.739,1.4452
"475772",7,219,2,1.91,2.27,1.8433,1.9,1.7628,3,76.739,1.4452
"475776",8,223,2,-0.36,-0.63,-0.6577,0.91,1.0394,1,76.4,0.8541
"475779",8,226,2,1.28,1.47,1.1169,0.91,1.0394,1,76.4,0.8541
"475781",9,228,1,0.52,2.27,-0.6577,0.27,1.7628,3,126.611,0.4686
"475784",9,231,2,-1.21,-0.18,0.6709,0.01,1.7628,3,126.611,0.4686
"475787",9,234,1,0.61,0.15,-0.2395,1.33,1.7628,3,126.611,0.4686
"475789",9,236,1,-1.82,-1.86,-0.6577,-1.61,1.7628,3,126.611,0.4686
"475790",9,237,2,-1.55,-0.48,1.1169,-1.85,1.7628,3,126.611,0.4686
"475793",9,240,1,0.33,-0.63,-0.9508,-0.71,1.7628,3,126.611,0.4686
"475795",9,242,2,-1.47,1.47,0.2486,-0.94,1.7628,3,126.611,0.4686
"475808",9,255,2,-0.15,-0.48,0.2486,0.27,1.7628,3,126.611,0.4686
"475809",9,256,2,1.27,2.27,1.8433,3.02,1.7628,3,126.611,0.4686
"475815",9,262,2,-1.3,-0.18,-0.2395,1.33,1.7628,3,126.611,0.4686
"475818",10,265,2,-0.51,2.27,1.8433,3.02,1.7628,3,125.778,-0.7371
"475819",10,266,1,2.27,0.15,-0.6577,3.02,1.7628,3,125.778,-0.7371
"475820",10,267,2,-0.06,-0.33,1.8433,0.91,1.7628,3,125.778,-0.7371
"475821",10,268,1,0.5,0.54,-0.2395,-0.71,1.7628,3,125.778,-0.7371
"475823",10,270,2,2.04,-0.48,-1.6333,1.9,1.7628,3,125.778,-0.7371
"475828",10,275,2,-0.43,-0.33,-1.3901,0.27,1.7628,3,125.778,-0.7371
"475833",10,280,1,0.37,0.54,1.8433,1.9,1.7628,3,125.778,-0.7371
"475834",10,281,1,1.13,2.27,1.8433,0.01,1.7628,3,125.778,-0.7371
"475837",10,284,1,1.3,-1.36,0.6709,0.91,1.7628,3,125.778,-0.7371
"475840",10,287,1,0.47,-1.21,0.6709,0.01,1.7628,3,125.778,-0.7371
"475844",10,291,1,-0.82,-0.02,-0.2395,-1.16,1.7628,3,125.778,-0.7371
"475848",10,295,2,-1.45,1.07,1.8433,-0.71,1.7628,3,125.778,-0.7371
"475851",11,298,1,0.11,-0.92,-1.6333,-0.24,1.0394,3,64,-0.7371
"475853",11,300,1,-0.17,-0.48,-0.9508,0.57,1.0394,3,64,-0.7371
"475857",11,304,2,-0.13,-1.21,-0.6577,-0.71,1.0394,3,64,-0.7371
"475859",11,306,2,-1.17,-0.18,0.6709,-0.24,1.0394,3,64,-0.7371
"475890",13,337,1,0.19,-2.28,1.1169,1.9,0.1183,3,144.333,-0.7371
"475892",13,339,1,0.93,-0.18,-0.2395,1.33,0.1183,3,144.333,-0.7371
"475893",13,340,1,0.43,0.78,-0.2395,0.57,0.1183,3,144.333,-0.7371
"475895",13,342,2,-0.61,2.27,0.2486,0.57,0.1183,3,144.333,-0.7371
"475906",13,353,1,0.74,-0.33,0.6709,0.91,0.1183,3,144.333,-0.7371
"475908",13,355,2,-1.24,-0.48,-0.2395,-0.24,0.1183,3,144.333,-0.7371
"475910",13,357,2,-0.21,0.15,-0.2395,0.91,0.1183,3,144.333,-0.7371
"475911",13,358,2,-0.54,2.27,1.1169,0.27,0.1183,3,144.333,-0.7371
"475914",13,361,2,-1.36,-0.48,-1.1894,-0.71,0.1183,3,144.333,-0.7371
"475915",13,362,2,-0.09,-0.18,-0.2395,-0.48,0.1183,3,144.333,-0.7371
"475917",13,364,1,0.8,0.78,0.6709,3.02,0.1183,3,144.333,-0.7371
"475977",16,424,2,-1.9,-0.18,-0.2395,0.01,0.3739,3,92,-0.7371
"475978",16,425,2,0.32,-0.48,1.1169,1.33,0.3739,3,92,-0.7371
"475979",16,426,2,-1.25,-0.18,-0.2395,0.01,0.3739,3,92,-0.7371
"475984",16,431,1,0.44,-0.18,-0.2395,0.91,0.3739,3,92,-0.7371
"475985",16,432,1,-0.08,-1.06,-0.2395,0.91,0.3739,3,92,-0.7371
"475987",16,434,2,-0.52,-0.33,-0.2395,0.51,0.3739,3,92,-0.7371
"475992",16,439,1,0.2,2.27,-0.2395,0.01,0.3739,3,92,-0.7371
"475994",16,441,1,0.54,1.47,0.9397,1.19,0.3739,3,92,-0.7371
"475995",16,442,1,-1.32,-0.33,0.2486,0.01,0.3739,3,92,-0.7371
"475997",16,444,1,0.35,-0.18,-0.2395,0.27,0.3739,3,92,-0.7371
"475999",17,446,2,-0.33,-0.02,1.1169,0.57,0.3739,3,127.583,0.4686
"476003",17,450,1,0.14,0.15,-0.2395,-0.24,0.3739,3,127.583,0.4686
"476005",17,452,1,0.88,0.78,1.8433,0.27,0.3739,3,127.583,0.4686
"476006",17,453,2,0.66,2.27,-0.2395,0.91,0.3739,3,127.583,0.4686
"476007",17,454,1,-1.17,-0.18,1.1169,-0.48,0.3739,3,127.583,0.4686
"476012",17,459,2,0.8,0.54,-1.6333,0.57,0.3739,3,127.583,0.4686
"476015",17,462,1,-0.48,-0.33,-0.2395,0.27,0.3739,3,127.583,0.4686
"476016",17,463,1,-0.38,0.78,1.1169,0.57,0.3739,3,127.583,0.4686
"476018",17,465,1,-0.17,-0.02,1.8433,0.27,0.3739,3,127.583,0.4686
"476019",17,466,2,-0.38,-0.18,1.8433,-0.24,0.3739,3,127.583,0.4686
"476021",17,468,2,-0.33,0.15,1.8433,-1.38,0.3739,3,127.583,0.4686
"476024",17,471,2,-0.63,1.07,-0.2395,0.57,0.3739,3,127.583,0.4686
"476035",18,482,2,-0.46,-0.48,-0.2395,0.01,0.3739,3,137.429,0.0826
"476037",18,484,2,-0.4,-0.92,0.2486,-0.48,0.3739,3,137.429,0.0826
"476042",18,489,2,-1.11,-1.06,-1.8868,-0.24,0.3739,3,137.429,0.0826
"476043",18,490,2,9999,-1.21,0.2486,-0.24,0.3739,3,137.429,0.0826
"476045",18,492,1,-1.81,-0.77,-0.6577,-0.94,0.3739,3,137.429,0.0826
"476047",18,494,2,-1.7,-1.36,-1.1894,-1.16,0.3739,3,137.429,0.0826
"476050",18,497,1,-1.22,-0.18,-0.2395,-0.71,0.3739,3,137.429,0.0826
"476053",18,500,1,-0.32,-0.18,-1.4093,-1.16,0.3739,3,137.429,0.0826
"476059",18,506,2,-0.89,0.34,-0.6577,-1.38,0.3739,3,137.429,0.0826
"476067",19,514,1,0.33,-0.18,-0.2395,0.27,0.3739,3,109,-0.7371
"476069",19,516,1,0.96,0.15,1.8433,1.33,0.3739,3,109,-0.7371
"476072",19,519,1,-0.4,-0.18,-0.9508,0.57,0.3739,3,109,-0.7371
"476074",19,521,2,-1,0.54,1.1169,0.27,0.3739,3,109,-0.7371
"476077",19,524,2,0.4,-0.63,-0.6577,1.33,0.3739,3,109,-0.7371
"476083",19,530,1,0.8,0.34,1.8433,-1.16,0.3739,3,109,-0.7371
"476084",19,531,1,0.89,-2.28,-2.8645,0.57,0.3739,3,109,-0.7371
"476086",19,533,1,1.92,0.78,1.8433,3.02,0.3739,3,109,-0.7371
"476088",19,535,1,1.08,-0.77,1.8433,1.9,0.3739,3,109,-0.7371
"476090",20,537,2,0.54,1.47,-0.2395,-0.71,1.7628,3,109.545,0.0826
"476096",20,543,1,0.49,-0.77,0.2486,-0.24,1.7628,3,109.545,0.0826
"476098",20,545,1,-0.8,-0.92,-0.2395,-0.24,1.7628,3,109.545,0.0826
"476100",20,547,2,-0.26,-0.92,-0.2395,-0.48,1.7628,3,109.545,0.0826
"476106",20,553,1,-1.62,-0.63,-0.6577,-0.71,1.7628,3,109.545,0.0826
"476111",20,558,2,0.53,-1.36,0.2486,0.97,1.7628,3,109.545,0.0826
"476116",20,563,1,-0.02,-0.77,-2.222,-0.24,1.7628,3,109.545,0.0826
"476117",20,564,1,0.13,-0.63,-0.9508,0.57,1.7628,3,109.545,0.0826
"476118",20,565,1,-0.41,-0.18,0.6709,-0.94,1.7628,3,109.545,0.0826
"476123",21,570,1,1.02,-0.77,-0.2395,1.9,0.1183,3,140.077,-0.7371
"476124",21,571,2,-0.99,2.27,-1.4093,0.57,0.1183,3,140.077,-0.7371
"476125",21,572,2,0.28,0.15,-0.2395,-0.71,0.1183,3,140.077,-0.7371
"476127",21,574,2,0.58,0.34,0.2486,0.27,0.1183,3,140.077,-0.7371
"476139",21,586,2,0.41,0.54,1.8433,0.57,0.1183,3,140.077,-0.7371
"476140",21,587,1,0.79,-0.02,1.1169,1.9,0.1183,3,140.077,-0.7371
"476144",21,591,1,1.21,-0.33,0.6709,1.9,0.1183,3,140.077,-0.7371
"476145",21,592,2,-1.54,-0.63,-0.2395,0.01,0.1183,3,140.077,-0.7371
"476148",21,595,1,0.82,-0.48,-1.1894,0.01,0.1183,3,140.077,-0.7371
"476152",22,599,2,-1.04,-0.33,0.6709,-0.48,0.3739,3,122.429,0.4686
"476154",22,601,1,1.04,0.54,-0.2395,0.91,0.3739,3,122.429,0.4686
"476156",22,603,2,0.33,2.27,1.8433,1.9,0.3739,3,122.429,0.4686
"476161",22,608,1,-1.96,-1.86,-0.6577,-0.94,0.3739,3,122.429,0.4686
"476162",22,609,2,-0.37,2.27,-0.6577,-0.48,0.3739,3,122.429,0.4686
"476164",22,611,2,1.28,0.78,0.2486,1.88,0.3739,3,122.429,0.4686
"476168",22,615,1,0.55,1.47,-0.2395,0.01,0.3739,3,122.429,0.4686
"476169",22,616,1,0.21,1.47,-0.2395,0.57,0.3739,3,122.429,0.4686
"476171",22,618,2,1.28,-0.33,-0.6577,3.02,0.3739,3,122.429,0.4686
"476173",22,620,2,0.11,0.54,0.2486,0.91,0.3739,3,122.429,0.4686
"476174",22,621,2,-0.75,-1.06,-0.6577,0.24,0.3739,3,122.429,0.4686
"476178",22,625,2,0.13,0.34,-0.2395,0.91,0.3739,3,122.429,0.4686
"476179",22,626,2,-0.82,2.27,-0.2395,0.01,0.3739,3,122.429,0.4686
"476185",22,632,2,-0.75,1.47,-0.9508,-0.94,0.3739,3,122.429,0.4686
"476187",23,634,2,0.04,-0.18,1.8433,0.57,0.1183,3,89,-0.7371
"476194",23,641,1,-0.38,-0.02,0.2486,0.01,0.1183,3,89,-0.7371
"476197",23,644,1,0.73,-0.33,0.2486,0.57,0.1183,3,89,-0.7371
"476205",23,652,1,-0.2,0.15,0.2486,0.91,0.1183,3,89,-0.7371
"476206",23,653,1,-0.05,-0.92,1.8433,0.57,0.1183,3,89,-0.7371
"476207",23,654,1,0.19,0.15,0.6709,0.27,0.1183,3,89,-0.7371
"476208",23,655,2,0.92,0.15,1.1169,1.33,0.1183,3,89,-0.7371
"476211",23,658,1,0.82,-0.77,-0.2395,0.91,0.1183,3,89,-0.7371
"476215",23,662,2,-0.49,2.27,1.1169,0.91,0.1183,3,89,-0.7371
"476217",23,664,1,-1.25,-0.02,1.8433,-0.24,0.1183,3,89,-0.7371
"476221",24,668,1,0.54,0.34,1.1169,0.27,0.6627,3,113.667,1.4452
"476223",24,670,2,0.15,-0.02,-0.2395,0.01,0.6627,3,113.667,1.4452
"476228",24,675,2,1.02,0.54,-0.6577,0.27,0.6627,3,113.667,1.4452
"476229",24,676,2,1.14,2.27,0.6709,1.33,0.6627,3,113.667,1.4452
"476231",24,678,1,0.14,-0.18,-0.2395,-0.71,0.6627,3,113.667,1.4452
"476232",24,679,2,0.82,0.15,-0.2395,0.6,0.6627,3,113.667,1.4452
"476244",24,691,2,0.99,-0.77,-0.2395,1.33,0.6627,3,113.667,1.4452
"476245",24,692,1,0.43,-0.02,-0.2395,-0.71,0.6627,3,113.667,1.4452
"476251",24,698,2,0.18,0.15,-2.8645,0.91,0.6627,3,113.667,1.4452
"476252",24,699,2,-0.72,1.47,-1.1894,-0.71,0.6627,3,113.667,1.4452
"476253",24,700,2,1.68,2.27,1.8433,3.02,0.6627,3,113.667,1.4452
"476254",25,701,2,0.14,-0.02,0.2486,-0.48,1.7628,1,66.5,1.4452
"476264",26,711,1,-0.15,-1.06,-1.4093,-0.48,1.7628,3,108.143,0.0826
"476265",26,712,1,-0.49,-1.21,0.6709,1.33,1.7628,3,108.143,0.0826
"476267",26,714,1,-0.94,-0.02,-0.2395,0.27,1.7628,3,108.143,0.0826
"476273",26,720,2,-1.34,0.34,-0.2395,0.91,1.7628,3,108.143,0.0826
"476277",26,724,2,0.9,-0.02,1.8433,0.91,1.7628,3,108.143,0.0826
"476278",26,725,2,-2.41,-0.33,0.2486,-1.38,1.7628,3,108.143,0.0826
"476280",26,727,1,0.86,-0.18,-0.6577,1.33,1.7628,3,108.143,0.0826
"476284",26,731,2,0.97,-0.18,1.1169,0.57,1.7628,3,108.143,0.0826
"476285",26,732,1,-0.07,0.54,0.6709,0.27,1.7628,3,108.143,0.0826
"476287",26,734,1,-1.2,-0.48,-0.2395,0.27,1.7628,3,108.143,0.0826
"476289",26,736,2,-0.82,-0.18,-0.2395,0.57,1.7628,3,108.143,0.0826
"476292",27,739,2,-1.69,-0.18,-0.2395,-1.85,-0.8842,3,107.563,0.0826
"476293",27,740,1,-0.7,-0.02,1.1169,0.27,-0.8842,3,107.563,0.0826
"476300",27,747,2,0.23,-0.33,1.1169,1.9,-0.8842,3,107.563,0.0826
"476302",27,749,2,1.28,-0.09,0.6709,0.91,-0.8842,3,107.563,0.0826
"476304",27,751,1,-0.23,0.34,0.6709,1.33,-0.8842,3,107.563,0.0826
"476305",27,752,1,-0.85,-0.18,-0.9508,-1.38,-0.8842,3,107.563,0.0826
"476307",27,754,2,0.83,-0.18,-0.2395,0.01,-0.8842,3,107.563,0.0826
"476308",27,755,1,-1.21,0.34,-0.9508,0.01,-0.8842,3,107.563,0.0826
"476315",27,762,2,0.85,0.15,1.8433,1.33,-0.8842,3,107.563,0.0826
"476317",27,764,1,-0.04,-0.92,-0.2395,0.22,-0.8842,3,107.563,0.0826
"476323",27,770,1,0.65,2.27,1.1169,0.27,-0.8842,3,107.563,0.0826
"476328",28,775,2,1.77,2.27,1.8433,1.33,1.7628,3,179.053,1.4452
"476335",28,782,1,-1.12,-0.18,0.6709,-0.71,1.7628,3,179.053,1.4452
"476337",28,784,2,0.82,1.47,0.6709,0.27,1.7628,3,179.053,1.4452
"476339",28,786,2,1.34,0.34,1.1169,1.9,1.7628,3,179.053,1.4452
"476343",28,790,1,0.36,-0.63,0.6709,1.9,1.7628,3,179.053,1.4452
"476344",28,791,1,1.46,0.15,1.8433,1.33,1.7628,3,179.053,1.4452
"476346",28,793,2,1.05,1.47,-0.2395,1.9,1.7628,3,179.053,1.4452
"476347",28,794,2,2.51,-1.68,-1.8868,3.02,1.7628,3,179.053,1.4452
"476350",28,797,1,0.66,0.34,1.8433,0.91,1.7628,3,179.053,1.4452
"476351",28,798,2,1.35,0.54,0.2486,1.33,1.7628,3,179.053,1.4452
"476354",28,801,1,1.06,0.15,1.8433,0.57,1.7628,3,179.053,1.4452
"476356",28,803,1,1.26,-0.51,0.2486,1.9,1.7628,3,179.053,1.4452
"476357",28,804,2,1.79,0.15,0.6709,1.9,1.7628,3,179.053,1.4452
"476367",29,814,2,0.08,1.47,1.1169,0.01,1.7628,3,77.235,-0.7371
"476370",29,817,2,-2.16,-0.92,-0.6577,-0.24,1.7628,3,77.235,-0.7371
"476371",29,818,2,0,1.07,1.1169,0.57,1.7628,3,77.235,-0.7371
"476372",29,819,1,-1.38,-0.48,0.6709,0.27,1.7628,3,77.235,-0.7371
"476373",29,820,1,-0.99,-0.18,-0.6577,-0.94,1.7628,3,77.235,-0.7371
"476376",29,823,2,-1.53,-0.18,-0.2395,-0.24,1.7628,3,77.235,-0.7371
"476378",29,825,1,-1.25,-0.18,-0.2395,0.27,1.7628,3,77.235,-0.7371
"476381",29,828,1,-0.25,-0.02,0.6709,0.01,1.7628,3,77.235,-0.7371
"476382",29,829,1,0.4,0.15,1.8433,1.33,1.7628,3,77.235,-0.7371
"476383",29,830,2,0.69,-0.33,1.8433,0.27,1.7628,3,77.235,-0.7371
"476385",29,832,1,-1.44,-0.02,1.8433,0.27,1.7628,3,77.235,-0.7371
"476390",29,837,2,0.67,0.78,-2.8645,-0.2,1.7628,3,77.235,-0.7371
"476394",30,841,2,0.42,0.15,-0.2395,1.33,-0.3717,3,146.846,0.0826
"476396",30,843,2,0.45,0.34,-0.2395,3.02,-0.3717,3,146.846,0.0826
"476398",30,845,2,0.8,-0.48,-0.6577,1.9,-0.3717,3,146.846,0.0826
"476401",30,848,1,0.08,1.07,1.1169,-0.24,-0.3717,3,146.846,0.0826
"476403",30,850,1,-0.28,-0.92,1.1169,0.57,-0.3717,3,146.846,0.0826
"476410",30,857,1,0.06,-0.63,0.2486,0.27,-0.3717,3,146.846,0.0826
"476414",30,861,1,-2.38,-0.48,0.2486,-1.61,-0.3717,3,146.846,0.0826
"476418",30,865,1,0.77,0.54,0.6709,0.01,-0.3717,3,146.846,0.0826
"476419",30,866,2,-0.84,-0.92,-1.4093,0.91,-0.3717,3,146.846,0.0826
"476420",30,867,1,0.34,1.07,-0.2395,0.57,-0.3717,3,146.846,0.0826
"476422",30,869,1,-0.07,0.54,0.6709,0.91,-0.3717,3,146.846,0.0826
"476430",31,877,2,-0.83,1.47,1.8433,0.01,0.3739,3,195.143,-0.7371
"476432",31,879,1,1.05,-0.18,-0.2395,-0.24,0.3739,3,195.143,-0.7371
"476434",31,881,1,-1.12,-0.63,-0.2395,-0.24,0.3739,3,195.143,-0.7371
"476436",31,883,2,2.02,2.27,1.8433,1.9,0.3739,3,195.143,-0.7371
"476441",31,888,1,-0.45,-0.48,-1.1894,0.91,0.3739,3,195.143,-0.7371
"476447",31,894,2,-0.12,-0.63,0.2486,0.57,0.3739,3,195.143,-0.7371
"476450",31,897,1,-1.23,-1.51,0.6709,-1.61,0.3739,3,195.143,-0.7371
"476451",31,898,2,1.41,1.07,1.8433,0.91,0.3739,3,195.143,-0.7371
"476456",31,903,2,-1.05,0.78,-0.2395,-0.48,0.3739,3,195.143,-0.7371
"476457",31,904,2,-0.56,-0.33,0.2486,0.27,0.3739,3,195.143,-0.7371
"476461",31,908,2,0.4,-0.92,-0.6577,-0.34,0.3739,3,195.143,-0.7371
"476468",32,915,1,1.25,1.07,-1.6333,1.33,0.3739,3,126.917,-0.7371
"476470",32,917,2,1.11,0.15,1.8433,0.91,0.3739,3,126.917,-0.7371
"476472",32,919,1,0.04,0.54,-0.2395,0.01,0.3739,3,126.917,-0.7371
"476474",32,921,2,1.03,2.27,1.8433,0.91,0.3739,3,126.917,-0.7371
"476477",32,924,1,0.1,-0.77,-0.2395,0.27,0.3739,3,126.917,-0.7371
"476480",32,927,1,0.68,1.07,-0.2395,1.9,0.3739,3,126.917,-0.7371
"476482",32,929,1,1.32,-0.63,1.1169,1.9,0.3739,3,126.917,-0.7371
"476484",32,931,1,1,-0.33,1.8433,1.33,0.3739,3,126.917,-0.7371
"476485",32,932,1,2.24,0.15,-0.2395,3.02,0.3739,3,126.917,-0.7371
"476488",32,935,1,0.79,-0.63,-0.2395,0.91,0.3739,3,126.917,-0.7371
"476494",33,941,2,-0.64,1.47,-1.4093,1.33,1.7628,3,132.857,-0.7371
"476498",33,945,2,0.72,1.47,-0.9508,0.54,1.7628,3,132.857,-0.7371
"476499",33,946,1,-0.98,0.78,-0.2395,0.01,1.7628,3,132.857,-0.7371
"476501",33,948,2,-0.1,0.54,1.1169,0.91,1.7628,3,132.857,-0.7371
"476505",33,952,2,0.99,2.27,0.6709,1.33,1.7628,3,132.857,-0.7371
"476508",33,955,1,0.25,2.27,1.8433,0.01,1.7628,3,132.857,-0.7371
"476510",33,957,1,-1.57,-0.18,1.1169,-1.16,1.7628,3,132.857,-0.7371
"476512",33,959,2,1.25,-0.18,0.2486,0.91,1.7628,3,132.857,-0.7371
"476519",33,966,1,-0.03,0.34,-0.6577,0.01,1.7628,3,132.857,-0.7371
"476520",33,967,1,-1.23,0.78,0.6709,-1.61,1.7628,3,132.857,-0.7371
"476559",35,1006,1,-0.19,0.34,0.2486,0.57,1.0394,3,175.484,0.0826
"476573",35,1020,2,-0.48,-0.77,0.2486,0.01,1.0394,3,175.484,0.0826
"476575",35,1022,2,-0.34,-1.21,-0.2395,-0.48,1.0394,3,175.484,0.0826
"476577",35,1024,2,-0.21,0.15,-0.9508,-0.71,1.0394,3,175.484,0.0826
"476580",35,1027,1,0.08,0.78,0.6709,-0.48,1.0394,3,175.484,0.0826
"476585",35,1032,1,0.51,-0.92,0.6709,1.9,1.0394,3,175.484,0.0826
"476589",36,1036,1,-0.29,-1.68,-0.2395,-0.24,0.6627,3,87.253,-0.7371
"476590",36,1037,1,0.45,-0.48,-0.6577,0.91,0.6627,3,87.253,-0.7371
"476597",36,1044,2,-0.02,2.27,1.8433,-0.24,0.6627,3,87.253,-0.7371
"476598",36,1045,1,0.82,0.15,1.1169,0.57,0.6627,3,87.253,-0.7371
"476599",36,1046,1,-0.75,-0.77,0.6709,-0.48,0.6627,3,87.253,-0.7371
"476605",36,1052,1,1.78,0.15,-0.2395,1.9,0.6627,3,87.253,-0.7371
"476607",36,1054,2,0.08,-0.63,-0.2395,-0.48,0.6627,3,87.253,-0.7371
"476610",36,1057,2,-0.59,-0.92,1.8433,0.01,0.6627,3,87.253,-0.7371
"476611",37,1058,2,0.56,-0.18,1.1169,0.33,0.3739,3,109.769,1.4452
"476612",37,1059,1,0.82,0.78,-0.2395,0.27,0.3739,3,109.769,1.4452
"476614",37,1061,1,0.02,-0.92,-0.2395,-0.24,0.3739,3,109.769,1.4452
"476619",37,1066,2,-0.32,-0.63,-0.6577,1.33,0.3739,3,109.769,1.4452
"476620",37,1067,2,-0.05,0.34,1.1169,0.57,0.3739,3,109.769,1.4452
"476621",37,1068,2,0.83,1.07,0.2486,0.27,0.3739,3,109.769,1.4452
"476622",37,1069,2,0.85,0.78,1.1169,1.9,0.3739,3,109.769,1.4452
"476624",37,1071,1,1.07,-0.48,-0.6577,1.9,0.3739,3,109.769,1.4452
"476629",37,1076,1,-1.14,-0.77,1.1169,-1.16,0.3739,3,109.769,1.4452
"476633",37,1080,2,0.6,-0.48,1.8433,0.91,0.3739,3,109.769,1.4452
"476641",38,1088,1,-1.86,-0.77,-0.6577,0.01,1.0394,3,93.756,-0.7371
"476644",38,1091,1,-0.97,-0.33,-0.2395,-0.94,1.0394,3,93.756,-0.7371
